Topografia,Pendiente2,Aspecto,Perfil de Curvatura,Plano de Curvatura,Deslizamientos,Tmax,Tmin,Viento,Humedad,Solar,Precip30
994.6079712,9.2393503,212.3070068,0.0032657,-0.0094852,1,27.9738007,20.9675007,0.946184,0.926584,16.8493996,442.6279907
993.5579834,4.1003299,317.1459961,0.003285,-0.0096867,1,27.9734001,20.9671001,0.946254,0.926579,16.8504009,442.5759888
993.9520264,8.7716303,47.8314018,-0.0023635,-0.0121849,1,27.9729996,20.9668007,0.946324,0.926575,16.8514004,442.5239868
988.276001,0,0,-0.0056036,-0.0111494,1,27.9724998,20.9664001,0.946393,0.926571,16.8525009,442.4719849
861.2880249,43.0475006,98.6298981,4.8E-06,-1.57E-05,1,27.9831009,20.9750996,0.944827,0.92666,16.8297005,443.6470032
855.3729858,34.8675995,96.2805023,5.6E-06,-1.33E-05,1,27.9827003,20.9747009,0.944895,0.926655,16.8306999,443.5960083
835.0209961,31.4706001,91.3606033,-2E-06,-7.2E-06,1,27.9822006,20.9743004,0.944963,0.926651,16.8316994,443.5450134
830.4569702,10.0475998,220.6829987,3.79E-05,-0.0001288,1,27.9818001,20.9738998,0.945031,0.926647,16.8327007,443.493988
836.7780151,48.4631996,244.6360016,-0.0008419,-0.0026584,1,27.9813004,20.9736004,0.9451,0.926643,16.8337002,443.4429932
872.7949829,61.3833008,240.0010071,-0.0008473,-0.0048082,1,27.9808998,20.9731998,0.945168,0.926639,16.8348007,443.3919983
906.5310059,59.5617981,225.5749969,-0.0015652,-0.0073587,1,27.9804993,20.9727993,0.945237,0.926635,16.8358002,443.3410034
927.0910034,52.1417007,209.6309967,-0.0005682,-0.00651,1,27.9799995,20.9724007,0.945305,0.926631,16.8367996,443.2900085
932.9650269,41.9453011,205.378006,0.0041156,-0.0025107,1,27.9796009,20.9720993,0.945374,0.926626,16.8377991,443.2390137
936.6500244,33.7532005,206.9799957,0.0009323,-0.0075433,1,27.9792004,20.9717007,0.945443,0.926622,16.8388004,443.1870117
940.3590088,31.5953007,198.8739929,-0.0016834,-0.0137442,1,27.9787006,20.9713001,0.945512,0.926618,16.8398991,443.1359863
943.2559814,33.5108986,191.2400055,-0.0006164,-0.0115656,1,27.9783001,20.9708996,0.945581,0.926614,16.8409004,443.0849915
944.5189819,34.9118004,191.8860016,0.0017263,-0.0071337,1,27.9778004,20.9705009,0.94565,0.92661,16.8418999,443.0329895
949.7189941,33.4317017,196.7779999,-0.0011493,-0.0091373,1,27.9773998,20.9701996,0.945719,0.926606,16.8428993,442.9819946
955.848999,30.5702991,201.5449982,-0.0025299,-0.0089874,1,27.9769993,20.9698009,0.945788,0.926601,16.8439999,442.9299927
961.7449951,29.6161995,200.5039978,-0.0026549,-0.0052221,1,27.9764996,20.9694004,0.945857,0.926597,16.8449993,442.8779907
961.2030029,31.4675999,198.3630066,0.0016912,0.0045362,1,27.9761009,20.9689999,0.945927,0.926593,16.8460007,442.8269958
960.8319702,35.4216995,199.5350037,0.0007644,0.0090225,1,27.9755993,20.9687004,0.945996,0.926589,16.8470001,442.7749939
965.0499878,39.9478989,200.3730011,0.0016357,0.0114414,1,27.9752007,20.9682999,0.946065,0.926584,16.8481007,442.7229919
976.9920044,41.3572998,197.3600006,0.0012767,0.0050127,1,27.9747009,20.9678993,0.946135,0.92658,16.8491001,442.67099
984.1550293,42.9014015,208.8309937,0.0012226,-0.0032823,1,27.9743004,20.9675007,0.946205,0.926576,16.8500996,442.618988
996.0100098,0,0,-0.0018102,-0.0083713,1,27.9738998,20.9671001,0.946274,0.926572,16.8512001,442.5669861
890.117981,43.8338013,105.5210037,-2E-06,-1.45E-05,1,27.9839993,20.9754009,0.944778,0.926656,16.8295002,443.6889954
859.8289795,43.274601,106.4059982,4E-07,-7.4E-06,1,27.9836006,20.9750996,0.944846,0.926652,16.8304996,443.6380005
853.9860229,32.9646988,110.3150024,-1.02E-05,-2.4E-05,1,27.9831009,20.9747009,0.944914,0.926648,16.8314991,443.5870056
835.0800171,27.0021992,100.375,-6E-07,-1.8E-06,1,27.9827003,20.9743004,0.944982,0.926644,16.8325005,443.5369873
830.492981,2.3136699,111.0059967,-1.22E-05,1.01E-05,1,27.9822998,20.9738998,0.945051,0.926639,16.8334999,443.4859924
832.4320068,31.4333992,239.0440063,-2.72E-05,-0.0009338,1,27.9818001,20.9736004,0.945119,0.926635,16.8344994,443.4349976
851.9520264,54.2556,224.2830048,0.0001582,-0.0019081,1,27.9813995,20.9731998,0.945188,0.926631,16.8355007,443.3829956
872.8389893,61.7678986,210.7079926,-0.0010703,-0.0048923,1,27.9808998,20.9727993,0.945256,0.926627,16.8365002,443.3320007
889.7249756,62.6687012,205.2079926,-0.0018731,-0.0084412,1,27.9804993,20.9724007,0.945325,0.926623,16.8376007,443.2810059
908.2940063,59.907299,202.4660034,-0.0007606,-0.0095162,1,27.9801006,20.9720993,0.945394,0.926619,16.8386002,443.230011
924.4769897,56.1708984,195.6849976,0.001284,-0.0069053,1,27.9796009,20.9717007,0.945463,0.926615,16.8395996,443.1789856
928.9689941,53.4453011,189.2940063,0.0002957,-0.008233,1,27.9792004,20.9713001,0.945532,0.92661,16.8405991,443.1270142
931.0549927,50.391201,188.5039978,-0.0004009,-0.0113798,1,27.9787006,20.9708996,0.945601,0.926606,16.8416004,443.0759888
932.4749756,46.6996002,191.802002,-0.0020869,-0.0155318,1,27.9783001,20.9705009,0.94567,0.926602,16.8426991,443.0239868
936.0720215,43.2733994,200.0189972,-0.0026818,-0.0153184,1,27.9778996,20.9701996,0.945739,0.926598,16.8437004,442.9729919
940.4799805,38.8307991,202.602005,-0.0023521,-0.0136967,1,27.9773998,20.9698009,0.945808,0.926594,16.8446999,442.92099
943.9219971,34.2359009,199.2409973,-0.0015227,-0.0121657,1,27.9769993,20.9694004,0.945877,0.926589,16.8456993,442.8699951
949.8920288,29.9571991,204.1580048,-0.001777,-0.011413,1,27.9764996,20.9689999,0.945947,0.926585,16.8467999,442.8179932
957.5499878,24.9734993,208.3990021,-0.0025853,-0.0077779,1,27.9761009,20.9685993,0.946016,0.926581,16.8477993,442.7659912
960.625,27.5466995,208.8580017,-0.0045738,-0.0033458,1,27.9757004,20.9682999,0.946086,0.926577,16.8488007,442.7149963
959.9710083,0,0,0.0004538,0.0052286,1,27.9752007,20.9678993,0.946155,0.926573,16.8498993,442.6629944
855.4940186,37.3195992,113.1220016,7.5E-06,-6.9E-06,1,27.9841003,20.9750996,0.944865,0.926644,16.8311996,443.6289978
840.7940063,27.3257999,94.9553986,-1.9E-06,-1.83E-05,1,27.9836006,20.9747009,0.944933,0.92664,16.8321991,443.57901
833.947998,20.9164009,84.5703964,-1.9E-06,-2E-07,1,27.9832001,20.9743004,0.945002,0.926636,16.8332005,443.5280151
832.4979858,4.91958,60.3978996,-1.5E-06,-7E-07,1,27.9827003,20.9738998,0.94507,0.926632,16.8342991,443.4769897
831.4520264,8.9485502,214.326004,-0.0001072,0.0001041,1,27.9822998,20.9736004,0.945139,0.926628,16.8353004,443.4259949
831.1040039,32.0000992,210.4100037,-0.0001326,-0.0010124,1,27.9818993,20.9731998,0.945207,0.926624,16.8362999,443.375
836.0960083,48.7625999,207.3190002,-0.0010059,-0.0026739,1,27.9813995,20.9727993,0.945276,0.926619,16.8372993,443.3240051
853.4400024,57.9277,204.6410065,0.0002267,-0.0035556,1,27.9810009,20.9724007,0.945345,0.926615,16.8383007,443.2720032
870.6030273,62.6612015,197.4230042,-8.76E-05,-0.0067669,1,27.9804993,20.9720001,0.945413,0.926611,16.8393002,443.2210083
879.8829956,64.739502,191.0859985,-0.000902,-0.0100072,1,27.9801006,20.9717007,0.945482,0.926607,16.8404007,443.1700134
886.4030151,64.5105972,188.9730072,-0.0001673,-0.0103045,1,27.9797001,20.9713001,0.945551,0.926603,16.8414001,443.118988
894.9719849,62.9935989,190.1499939,-0.0019714,-0.0111209,1,27.9792004,20.9708996,0.94562,0.926599,16.8423996,443.0669861
903.8220215,60.8384018,192.5079956,-0.000434,-0.0090212,1,27.9787998,20.9705009,0.945689,0.926594,16.843399,443.0159912
913.2000122,58.0116997,200.1670074,-0.0013087,-0.0095019,1,27.9783001,20.9701004,0.945758,0.92659,16.8444996,442.9639893
928.0499878,52.1855011,206.1060028,-0.0018877,-0.0110346,1,27.9778996,20.9698009,0.945828,0.926586,16.8455009,442.9129944
934.9699707,42.7293015,204.5809937,-0.0023096,-0.0138275,1,27.9775009,20.9694004,0.945897,0.926582,16.8465004,442.8609924
939.7529907,41.5928001,211.4640045,-0.0024479,-0.0146545,1,27.9769993,20.9689999,0.945966,0.926578,16.8474998,442.8099976
946.3670044,0,0,-0.0040036,-0.0136527,1,27.9766006,20.9685993,0.946036,0.926573,16.8486004,442.7579956
834.8610229,25.4109993,72.8604965,-1.7E-06,5E-07,1,27.9836998,20.9743004,0.945021,0.926628,16.8339996,443.5190125
834.9559937,5.4876199,51.5028,-3.4E-06,-3E-06,1,27.9832001,20.9738998,0.945089,0.926624,16.8349991,443.4679871
830.5280151,5.8336101,37.3936996,-1.6E-06,1.6E-06,1,27.9827995,20.9734993,0.945158,0.92662,16.8360004,443.4169922
830.4910278,3.1817501,331.9349976,-2.16E-05,2.13E-05,1,27.9822998,20.9731998,0.945226,0.926616,16.8369999,443.3659973
831.4400024,11.5937004,223.3659973,-2.02E-05,-0.0002502,1,27.9818993,20.9727993,0.945295,0.926612,16.8381004,443.3150024
831.8170166,30.1721992,202.6109924,-0.0001744,-0.0021413,1,27.9815006,20.9724007,0.945364,0.926608,16.8390999,443.2640076
833.4249878,44.174099,192.798996,-0.0002605,-0.0037654,1,27.9810009,20.9720001,0.945433,0.926604,16.8400993,443.2130127
836.84198,51.2150993,192.5209961,-6.04E-05,-0.0052924,1,27.9806004,20.9717007,0.945502,0.926599,16.8411007,443.1610107
846.3499756,54.6011009,192.9929962,-0.0003525,-0.007604,1,27.9801006,20.9713001,0.945571,0.926595,16.8421001,443.1099854
852.4290161,56.7517014,195.003006,-0.0003095,-0.0092938,1,27.9797001,20.9708996,0.94564,0.926591,16.8432007,443.0589905
863.3289795,57.5993004,198.496994,-0.0017832,-0.0122946,1,27.9792995,20.9705009,0.945709,0.926587,16.8442001,443.0069885
873.059021,58.2695999,207.4989929,-0.0024725,-0.013068,1,27.9787998,20.9701004,0.945778,0.926583,16.8451996,442.9559937
895.1870117,60.5928993,215.548996,-0.0034673,-0.0123506,1,27.9783993,20.9698009,0.945847,0.926578,16.8462009,442.9039917
912.3889771,0,0,-0.0001538,-0.0085251,1,27.9778996,20.9694004,0.945917,0.926574,16.8472996,442.8529968
834.5570068,18.2602997,8.7105999,-1.8E-06,-2.2E-06,1,27.9836998,20.9738998,0.945108,0.926617,16.8358002,443.4590149
834.9910278,20.3514996,3.36061,-1.6E-06,1.3E-06,1,27.9832993,20.9734993,0.945177,0.926612,16.8367996,443.4079895
834.9530029,21.5452995,3.2485299,-3.6E-06,-1.6E-06,1,27.9827995,20.9731998,0.945246,0.926608,16.8377991,443.3569946
832.7069702,20.6420994,4.1500101,-1.2E-06,1.5E-06,1,27.9824009,20.9727993,0.945314,0.926604,16.8388004,443.3059998
832.5059814,16.3540993,18.5667992,-1.03E-05,1E-05,1,27.9818993,20.9724007,0.945383,0.9266,16.8397999,443.2550049
829.9920044,6.3619099,51.2341995,-1.14E-05,-0.0002584,1,27.9815006,20.9720001,0.945452,0.926596,16.8409004,443.20401
830.4500122,10.4273996,199.4290009,-6.1E-06,-0.0009015,1,27.9811001,20.9715996,0.945521,0.926592,16.8418999,443.1530151
831.5089722,22.8495007,200.4750061,-3.6E-06,-0.001727,1,27.9806004,20.9713001,0.94559,0.926588,16.8428993,443.1019897
834.8060303,35.4089012,212.8600006,-0.0001478,-0.003066,1,27.9801998,20.9708996,0.945659,0.926583,16.8439007,443.0499878
843.3099976,0,0,-0.0009544,-0.0045415,1,27.9797001,20.9705009,0.945728,0.926579,16.8449001,442.9989929
846.5300293,31.3817005,0.18486,1E-06,2E-07,1,27.9832993,20.9731998,0.945265,0.926601,16.8386002,443.348999
846.5189819,33.1739998,1.99464,-2E-07,8E-07,1,27.9829006,20.9727993,0.945334,0.926597,16.8395996,443.2980042
845.7369995,33.1254005,21.9027004,-4E-07,1E-07,1,27.9824009,20.9724007,0.945402,0.926592,16.8405991,443.2470093
835.0139771,32.0427017,36.7403984,-5E-07,-1.6E-06,1,27.9820004,20.9720001,0.945471,0.926588,16.8416004,443.1960144
830.9140015,0,0,-8E-07,-2.5E-06,1,27.9815006,20.9715996,0.94554,0.926584,16.8425999,443.1440125
828.848999,0,0,-3.4E-06,-6E-07,1,27.9811001,20.9713001,0.94561,0.92658,16.8437004,443.0929871
859.9359741,0,0,3.3E-06,1.6E-06,1,27.9832993,20.9727993,0.945353,0.926589,16.8402996,443.2890015
858.9639893,0,0,2.2E-06,-1E-07,1,27.9829006,20.9724007,0.945422,0.926585,16.8412991,443.2380066
1083.5,6.1248398,347.0100098,-0.0029185,-0.0479305,1,27.7882996,20.7894001,0.978902,0.924315,17.3533001,419.1549988
1083.5,5.3834801,351.2149963,-0.0001756,-0.0536282,1,27.7879009,20.7889996,0.978981,0.924309,17.3546009,419.1010132
1084,5.4471302,340.2569885,-0.0034964,-0.0620083,1,27.7875004,20.7884998,0.97906,0.924303,17.3558006,419.04599
1084.98999,6.1803098,345.8710022,-0.0047676,-0.0668425,1,27.7870998,20.7880993,0.979139,0.924297,17.3570004,418.9920044
1084.969971,9.9879398,344.2860107,-0.0058508,-0.07107,1,27.7866001,20.7877007,0.979218,0.924291,17.3582993,418.9370117
1085.939941,12.3520002,339.7969971,-0.0035551,-0.0707503,1,27.7884007,20.7889996,0.978954,0.924305,17.3544998,419.1560059
1085.849976,20.3267994,344.0090027,-0.0036473,-0.0715279,1,27.7880001,20.7886009,0.979033,0.924299,17.3556995,419.1010132
1086.23999,29.8768997,345.7120056,-0.0033466,-0.0691741,1,27.7875996,20.7882004,0.979112,0.924293,17.3570004,419.0469971
1087.02002,39.0355988,348.0050049,-0.0073201,-0.0674364,1,27.7872009,20.7877007,0.979191,0.924287,17.3582001,418.9920044
1088.52002,48.6287003,345.8320007,-0.0064571,-0.0628422,1,27.7866993,20.7873001,0.97927,0.924281,17.3593998,418.9379883
1087.680054,45.6082993,348.4710083,0.0012343,-0.0615773,1,27.7889996,20.7891006,0.978927,0.924301,17.3544006,419.2109985
1090.579956,54.1463013,345.5610046,-0.0006156,-0.058937,1,27.7884998,20.7887001,0.979007,0.924295,17.3556004,419.1560059
1097.540039,61.7747002,345.9970093,-0.0034301,-0.0543622,1,27.7880993,20.7882996,0.979086,0.924289,17.3568993,419.1019897
1105.810059,67.0625992,347.8760071,-0.0037022,-0.0462258,1,27.7877007,20.7877998,0.979165,0.924283,17.3581009,419.0480042
1116.390015,70.4805984,349.506012,-0.0071087,-0.0392262,1,27.7873001,20.7873993,0.979244,0.924278,17.3593998,418.9930115
1124.469971,72.196701,350.8649902,0.0028698,-0.0340374,1,27.7891006,20.7887993,0.97898,0.924291,17.3554993,419.2120056
1136.780029,73.7741013,348.4760132,0.0040395,-0.0260231,1,27.7886009,20.7884007,0.979059,0.924285,17.3568001,419.1570129
1159.089966,74.9494019,347.0390015,0.0009235,-0.0195979,1,27.7882004,20.7879009,0.979138,0.92428,17.3579998,419.1029968
1178.140015,75.691803,347.8590088,-0.0048348,-0.0150682,1,27.7877998,20.7875004,0.979218,0.924274,17.3593006,419.0480042
1199.619995,76.0621033,348.9729919,-0.0059805,-0.0069608,1,27.7873993,20.7870007,0.979297,0.924268,17.3605003,418.993988
1212.219971,75.7742996,350.553009,0.0057532,-0.0045801,1,27.7891998,20.7884007,0.979032,0.924282,17.3567009,419.2120056
1224.949951,75.4585037,349.2080078,0.0064791,0.005731,1,27.7887001,20.7880001,0.979111,0.924276,17.3579006,419.1579895
1242.969971,74.8116989,346.6180115,0.0034809,0.0142444,1,27.7882996,20.7875996,0.979191,0.92427,17.3591995,419.1029968
1260.449951,73.691803,347.0969849,-0.002272,0.0211727,1,27.7879009,20.7870998,0.97927,0.924264,17.3603992,419.0490112
1274.98999,71.9764023,348.1640015,-0.002586,0.0298907,1,27.7875004,20.7866993,0.979349,0.924258,17.3617001,418.993988
1289.680054,67.6076965,349.3819885,0.0076073,0.0419026,1,27.7887993,20.7877007,0.979164,0.924266,17.3591003,419.1579895
1301.530029,64.1485977,345.0549927,0.0043252,0.0499881,1,27.7884007,20.7872009,0.979243,0.92426,17.3603001,419.1040039
1313.729981,58.6771011,345.0159912,0.0019781,0.0574073,1,27.7880001,20.7868004,0.979323,0.924254,17.3616009,419.0490112
1055.810059,36.7869987,318.2000122,0.0003047,-0.004557,1,27.8393002,20.8367996,0.970213,0.924896,17.2208996,425.4620056
1058.469971,32.1020012,337.0050049,0.0003683,-0.0053622,1,27.8398991,20.8369999,0.970172,0.924893,17.2206001,425.5180054
1058.579956,16.6963005,342.3890076,0.0002922,-0.0051787,1,27.8395004,20.8365002,0.970254,0.924887,17.2217999,425.4609985
1058.52002,11.1886997,353.3210144,0.0005401,-0.0051928,1,27.8390007,20.8360996,0.970336,0.924882,17.2231007,425.4030151
1060,10.7264004,353.2420044,0.0009637,-0.0045495,1,27.8384991,20.8355999,0.970419,0.924876,17.2243996,425.3460083
2569.01001,5.8755598,237.3970032,0.003806,0.0071229,0,27.5263004,20.2667007,1.05847,0.915033,18.7567005,395.8469849
2587.929932,11.6248999,238.8009949,0.000582,-0.0005136,0,27.5251999,20.2651005,1.05871,0.915008,18.7607994,395.769989
2588.949951,1.05904,350.5939941,0.0030597,0.0026641,0,27.5249004,20.2644997,1.05879,0.915,18.7621002,395.743988
2583.580078,1.18997,100.9339981,0.0018313,0.0037486,0,27.5244999,20.2639999,1.05887,0.914991,18.7635002,395.7179871
2583.51001,4.7961798,199.3370056,0.0036588,0.0056234,0,27.5242004,20.2635002,1.0589499,0.914983,18.7647991,395.6929932
2584.540039,8.3016596,183.102005,0.0010463,0.0003844,0,27.5238991,20.2628994,1.0590301,0.914975,18.7661991,395.6679993
2584.550049,9.3544302,189.052002,-0.0005326,-0.010195,0,27.5235004,20.2623997,1.05911,0.914967,18.7674999,395.6419983
2587.340088,9.72995,192.6820068,0.0019072,-0.0167498,0,27.5231991,20.2618999,1.05919,0.914958,18.7688007,395.6170044
2798.030029,10.5888996,289.0419922,0.006631,0.0035729,0,27.5025997,20.2294998,1.0640301,0.914445,18.8505993,394.1059875
2802.969971,10.9587002,293.7470093,0.0113817,0.0072316,0,27.5023994,20.2290993,1.06409,0.914439,18.8516006,394.0880127
2804.02002,10.1335001,330.3989868,0.0124214,0.0080596,0,27.5021,20.2287006,1.06415,0.914433,18.8526001,394.0710144
2741.98999,10.0887003,308.4930115,-0.0020034,-0.0060179,0,27.4908009,20.2101994,1.0669,0.914136,18.8992996,393.2510071
2671,2.4888301,126.288002,-0.0064533,-0.0690057,0,27.4832993,20.1977005,1.06876,0.913933,18.9309998,392.7090149
2671.040039,3.8197,126.7440033,-0.0009259,-0.0275824,0,27.4832001,20.1975994,1.0687799,0.91393,18.9314995,392.7009888
2669.939941,11.2987003,104.197998,0.0028298,-0.0031215,0,27.4831009,20.1973991,1.0688,0.913928,18.9319,392.6940002
2663.040039,10.1486998,96.9410019,0.0012228,-0.001694,0,27.4829998,20.1972008,1.06883,0.913925,18.9323006,392.6870117
2571.479981,8.6154203,237.8880005,-4.2E-06,0.0020745,0,27.5261002,20.2663002,1.05852,0.915027,18.7577,395.8340149
2568.02002,6.5542302,215.7779999,0.0041759,0.0078261,0,27.5256996,20.2658005,1.05861,0.915019,18.7591,395.8080139
2587.979981,5.2182298,199.2830048,0.002844,0.0012758,0,27.5244007,20.2635994,1.05893,0.914985,18.7644005,395.7049866
2588.48999,2.1331,327.9429932,0.0012231,0.0024366,0,27.5240002,20.2630997,1.05901,0.914977,18.7658005,395.6799927
2586.01001,3.8473301,14.7875996,0.0003941,0.0044887,0,27.5237007,20.2625999,1.05909,0.914968,18.7670994,395.6539917
2586,3.23406,337.8450012,0.0022121,0.0063951,0,27.5233002,20.2619991,1.05916,0.91496,18.7684002,395.6289978
2586,1.01175,351.0230103,-0.0004381,0.0022423,0,27.5230007,20.2614994,1.05924,0.914952,18.7698002,395.6040039
2798.050049,10.4875002,276.0289917,0.0052199,0.0043687,0,27.5023994,20.2290993,1.06409,0.914439,18.8516006,394.0929871
2671.98999,6.1429801,133.8059998,-0.0152498,-0.0817033,0,27.4832001,20.1975002,1.0687799,0.913929,18.9314995,392.7030029
2671,2.5338299,124.3529968,-0.0050249,-0.0391328,0,27.4831009,20.1973991,1.06881,0.913927,18.9319992,392.6960144
2670.01001,7.01302,121.2850037,0.0002824,-0.011436,0,27.4829998,20.1972008,1.06883,0.913924,18.9323997,392.6889954
2666.570068,11.9488001,118.0510025,0.0014086,-0.0008947,0,27.4829998,20.1970005,1.0688601,0.913921,18.9328003,392.6820068
2663,7.5106902,116.961998,0.0006341,-0.0016644,0,27.4829006,20.1968994,1.06888,0.913919,18.9332008,392.6749878
2587.479981,8.9858103,208.5590057,-0.0012663,-0.0003133,0,27.5230999,20.2616997,1.05922,0.914954,18.7693996,395.6159973
2670.98999,10.4171,142.1569977,-0.0219414,-0.0880855,0,27.4832001,20.1973,1.06881,0.913926,18.9319992,392.6990051
2670.98999,8.2764902,154.7489929,-0.0127621,-0.0496365,0,27.4831009,20.1972008,1.06884,0.913923,18.9325008,392.6910095
2669.979981,10.3994999,164.7890015,-0.0020998,-0.0164,0,27.4829998,20.1970005,1.0688601,0.913921,18.9328995,392.6839905
2669.870117,11.5641003,143.8809967,0.0007988,-0.0031999,0,27.4829006,20.1968002,1.06889,0.913918,18.9333,392.677002
2663.080078,10.3739996,125.7480011,0.0010353,-0.0004627,0,27.4827995,20.1966991,1.06891,0.913915,18.9337006,392.6700134
2824.01001,7.9069099,89.8495026,0.0060148,0.0069173,0,27.5011005,20.2268009,1.06443,0.914401,18.8574009,393.9970093
2823.929932,10.8908005,132.2669983,0.0069387,0.0114548,0,27.5009003,20.2264004,1.0644799,0.914395,18.8582993,393.980011
2823.52002,9.7247,123.4589996,0.0052104,0.0053597,0,27.5006008,20.2261009,1.06454,0.914389,18.8593006,393.9630127
3551.090088,8.9896698,333.3389893,0.0004582,0.0089144,0,27.4855003,20.2012005,1.0682499,0.913987,18.9223995,392.8659973
2670.969971,11.7438002,148.072998,-0.0228172,-0.0901015,0,27.4831009,20.1972008,1.06884,0.913923,18.9325008,392.6940002
2669.929932,11.6464005,154.8880005,-0.0149993,-0.0534272,0,27.4829998,20.1970005,1.0688601,0.91392,18.9328995,392.6860046
2663.070068,12.1355,165.5890045,0.0002009,-0.0039802,0,27.4827995,20.1966991,1.06891,0.913914,18.9337997,392.6719971
2663.030029,10.1416998,159.4779968,0.0009658,-0.0005093,0,27.4827003,20.1965008,1.06894,0.913912,18.9342003,392.6650085
2662,6.0964499,142.371994,0.0007794,-0.0009052,0,27.4825993,20.1963005,1.06896,0.913909,18.9346008,392.6579895
3555.189941,12.0661001,313.8039856,0.0034494,0.0120047,0,27.4853992,20.2010002,1.06827,0.913985,18.9228001,392.8630066
3555.98999,4.3438702,347.572998,0.00454,0.0201707,0,27.4853001,20.2007999,1.0683,0.913981,18.9232998,392.8540039
3555,0.522876,44.5122986,0.0116258,0.0378627,0,27.4852009,20.2005997,1.06833,0.913978,18.9237995,392.8450012
3554,2.74616,119.197998,0.0217223,0.0683388,0,27.4850006,20.2003994,1.06836,0.913975,18.9244003,392.8359985
2662.01001,8.5953903,155.5209961,0.0013442,-0.0029995,0,27.4827003,20.1965008,1.06894,0.913911,18.9342995,392.6669922
2662,5.26647,158.173996,6.9E-05,-0.0017169,0,27.4825993,20.1963005,1.06896,0.913908,18.9347,392.6600037
2808.719971,9.0141401,243.7660065,0.0030245,0.0120244,0,27.4995003,20.2241993,1.06481,0.914359,18.8640003,393.8869934
3551.070068,8.5266895,319.4949951,0.0007233,0.0092486,0,27.4853992,20.2008991,1.06829,0.913982,18.9230995,392.8599854
3555.98999,4.2118402,285.427002,0.0079502,0.0205679,0,27.4852009,20.2005997,1.06832,0.913979,18.9237003,392.8500061
3555,0.812377,153.1790009,0.0094923,0.0322985,0,27.4850998,20.2003994,1.06835,0.913975,18.9242001,392.8410034
3554.5,1.64218,62.4816017,0.0194105,0.0652452,0,27.4850006,20.2001991,1.06838,0.913972,18.9246998,392.8320007
3554.040039,10.8895998,120.9609985,0.0362829,0.10809,0,27.4848995,20.2000008,1.06841,0.913968,18.9253006,392.822998
2662.01001,9.2427397,157.3430023,-0.0013738,-0.0134138,0,27.4827003,20.1965008,1.06894,0.91391,18.9342995,392.6700134
2661.5,6.6111202,150.9530029,-0.000508,-0.0047227,0,27.4825993,20.1963005,1.06897,0.913908,18.9347,392.6619873
2661,6.5907698,157.5700073,-0.0008301,-0.0040161,0,27.4825001,20.1961002,1.06899,0.913905,18.9351997,392.6549988
3555.959961,8.5570498,334.1000061,0.005358,0.0148068,0,27.4853001,20.2007008,1.06831,0.91398,18.9235001,392.8569946
3555.98999,4.0846901,357.821991,0.0040596,0.0195915,0,27.4852009,20.2005005,1.0683399,0.913976,18.9239998,392.8469849
3555,0.510515,134.4869995,0.0117974,0.0371064,0,27.4850006,20.2003002,1.06837,0.913973,18.9246006,392.8380127
3554.01001,1.88069,210.4570007,0.023954,0.0682177,0,27.4848995,20.2000999,1.0684,0.913969,18.9251003,392.82901
3557.129883,8.4801102,136.5590057,0.039815,0.10908,0,27.4848003,20.1998997,1.0684299,0.913966,18.9256001,392.8200073
2669.879883,12.1288996,145.1179962,-0.0166946,-0.10199,0,27.4831009,20.1970005,1.0688601,0.913919,18.9330006,392.6950073
2663.070068,12.0593996,155.2879944,-0.006525,-0.0416342,0,27.4827995,20.1966,1.06892,0.913913,18.9339008,392.6799927
2662.01001,9.0671597,149.4790039,-0.0025704,-0.0218705,0,27.4827003,20.1963997,1.06894,0.91391,18.9342995,392.6719971
2661,7.4348402,143.2769928,-0.0009097,-0.0093186,0,27.4825993,20.1963005,1.06897,0.913907,18.9347992,392.6650085
2660.479981,7.79775,159.7740021,-0.0003906,-0.0042224,0,27.4825001,20.1961002,1.06899,0.913904,18.9351997,392.6579895
2659.979981,8.8584805,163.6670074,-0.000369,-0.0030599,0,27.4824009,20.1959,1.06902,0.913902,18.9356003,392.6499939
2658,8.9877005,158.0449982,-0.0006252,-0.0032567,0,27.4822998,20.1958008,1.0690399,0.913899,18.9361,392.6430054
2728.98999,5.87887,77.9713974,-0.0092269,-0.0013041,0,27.5163002,20.2507,1.06086,0.914778,18.7971992,395.1140137
2725.280029,11.1709003,58.0237999,-0.0106848,-0.0045117,0,27.5160007,20.2502003,1.06093,0.91477,18.7985001,395.0910034
3555.939941,7.6173902,310.82901,0.002924,0.0117135,0,27.4853001,20.2005997,1.06833,0.913977,18.9237995,392.8540039
3556.590088,0.546754,286.8989868,0.0057131,0.0198435,0,27.4850998,20.2003994,1.06836,0.913974,18.9244003,392.8439941
3555,1.42783,122.7789993,0.0088041,0.0361044,0,27.4850006,20.2001991,1.06839,0.91397,18.9249001,392.8349915
3554.01001,1.89992,49.0437012,0.0237843,0.0707396,0,27.4848995,20.1998997,1.0684201,0.913967,18.9255009,392.8259888
3554.02002,8.4616404,132.6940002,0.0375038,0.108165,0,27.4846992,20.1996994,1.06845,0.913963,18.9260006,392.8169861
2662,8.9097004,150.9889984,-0.0015399,-0.0219135,0,27.4827995,20.1963997,1.06894,0.91391,18.9342995,392.6749878
2661.5,6.5341501,148.7890015,-0.0009399,-0.0104981,0,27.4827003,20.1963005,1.06897,0.913907,18.9347992,392.6679993
